BindingDB Reactant_set_id,IC50 (nM)
50221698,0.5
30794,0.5
30801,0.5
50221685,0.5
50221690,0.5
254566,0.5
50325283,0.51
50325278,0.51
50703246,0.53
50865575,0.57
51029123,0.58
51029096,0.58
50703245,0.59
50434277,0.6
50434336,0.6
50575128,0.6
50861289,0.6
50325687,0.6
50221667,0.6
50221676,0.6
50221704,0.6
30802,0.6
50325316,0.61
50325282,0.69
50865565,0.7
51041882,0.7
254579,0.7
50423440,0.7
30803,0.7
50325710,0.7
29675,0.7
50703244,0.72
50908845,0.74
50325297,0.74
27918,0.74
29660,10.9
50503015,11
29874,11
50164368,11
50221688,11
50221683,11
50221658,11
50482877,11
50482883,11
445405,11
50269854,11
50269857,11
363387,11
278472,11
51041945,11
51058629,11
50971544,11
50945083,11
50970930,11
50861296,11
50861298,11
50861301,11
50936417,11
50936503,11
50866492,11
50703252,11
50646361,11
50659366,11
50659367,11
170914,11
170915,11
170921,11
50643965,11
50650773,11
50650774,11
50603960,11
50633698,11
50638934,11
50554577,11
50571435,11
50872740,11
50638930,11
50872728,11
50411344,11
50394836,11
50430348,11
50325703,11
50320639,11
50273172,11
50246694,11
29639,11.1
50860686,11.2
50936446,11.22
50715593,11.3
50936397,11.48
29672,11.8
359493,12
359494,12
37322,12
34660,12
62490,12
50482843,12
365163,12
412172,12
412185,12
363333,12
363352,12
363379,12
278458,12
278460,12
278483,12
50174305,12
51041943,12
51041944,12
50970936,12
50945076,12
50970891,12
50970928,12
50922900,12
50922922,12
50867050,12
50816746,12
50866466,12
50866488,12
50706227,12
50706233,12
50646357,12
50646781,12
50650775,12
50650776,12
50599945,12
50633721,12
50564495,12
50638931,12
50638911,12
50638917,12
50411354,12
50430349,12
50325694,12
50171142,12
50191688,12
48149,12
50547816,12.3
50715598,12.3
29668,12.3
29630,12.4
363405,13
50482931,13
37321,13
37320,13
50179020,13
276583,13
255908,13
51029084,13
50916571,13
50945077,13
50945080,13
50970872,13
50867059,13
50816772,13
50866485,13
50866486,13
50706238,13
50706245,13
50659353,13
50643966,13
50607328,13
50599943,13
50571407,13
50575138,13
50514088,13
50872735,13
50872765,13
50411632,13
50394826,13
50394829,13
50430360,13
50320645,13
50319423,13
50325284,13
50320672,13
50320676,13
50206918,13
50164370,13
50865582,13.4
50957058,13.4
29624,13.5
50715613,13.6
363394,14
363396,14
29666,14
48136,14
56912,14
50179043,14
50222932,14
50222945,14
50320661,14
50121044,14
51041942,14
51029083,14
50945073,14
50970892,14
50970896,14
50936487,14
50867056,14
50866496,14
50703241,14
50703248,14
50706243,14
50703574,14
50646761,14
50659361,14
50643967,14
50650777,14
50650778,14
50633683,14
50633689,14
50588202,14
50610569,14
50607320,14
50575133,14
50569339,14
50566521,14
50435811,14
50394825,14
50359493,14
50325700,14
50715601,14.1
50936522,14.13
50599663,14.5
50860674,14.5
29642,14.5
50325310,14.5
29628,14.6
50575137,14.7
363376,15
276577,15
37326,15
50179017,15
56904,15
50273187,15
50273116,15
50872718,15
50320656,15
50430357,15
50872733,15
50638978,15
64342,15
50291684,15
50971551,15
50970915,15
50936480,15
50646764,15
50646776,15
50643968,15
50643969,15
50650779,15
50603957,15
50633693,15
50633694,15
50541479,15
50576256,15
50936517,15.14
50179029,15.2
50860672,15.3
50303212,15.3
29656,15.3
29667,15.4
50179037,15.7
50715610,15.8
50936376,15.85
50936530,15.85
50936514,15.85
50303202,15.9
276581,16
34659,16
50936506,16
50971553,16
50210015,16
50288107,16
50246709,16
50227822,16
50319433,16
50867048,16
50867053,16
50659365,16
50600669,16
50600674,16
50600681,16
50603952,16
50588185,16
50554570,16
50422077,16
50411343,16
50394834,16
50860688,16.2
50325289,16.2
50547790,16.3
29648,16.6
50936520,16.6
50715581,16.9
50482856,17
50269840,17
363378,17
191805,17
278461,17
278482,17
50174304,17
51041941,17
50970934,17
51029085,17
50947120,17
50916562,17
50970887,17
50863048,17
50940358,17
50703250,17
50646348,17
50646783,17
50600667,17
50600668,17
50607295,17
50571393,17
50571434,17
50872766,17
50638908,17
50411352,17
56902,17
56903,17
50936550,17.38
29623,17.7
29659,17.7
29665,17.9
363402,18
50191707,18
50288123,18
50319432,18
50430353,18
50482936,18
363343,18
278464,18
276578,18
51041939,18
51041940,18
50026044,18
255912,18
50936476,18
50715607,18
50866491,18
50706230,18
50706494,18
50699027,18
50650780,18
50633700,18
64343,18
50588178,18
50607310,18
50599940,18
50556293,18
50422080,18
50638910,18
29618,18.3
50589697,18.4
50325330,18.4
50715605,18.5
50179019,18.7
363336,19
27908,19
50022421,19
51041937,19
51041938,19
363337,19
50191702,19
50191682,19
50179054,19
50867060,19
50706247,19
50643970,19
50644005,19
50650781,19
50650782,19
50650783,19
50607299,19
50569352,19
50536368,19
50908843,19
50638907,19
50430347,19
50325691,19
50246700,19
50179031,19
29654,19.5
29673,19.9
50303203,19.9
51022207,19.95
363424,20
37330,20
50121118,20
51041936,20
255888,20
50015610,20
50945072,20
50970884,20
50970931,20
50922921,20
50482829,20
29876,20
29872,20
30796,20
50179021,20
50936484,20
50955720,20
50706434,20
50646774,20
50955680,20
50955685,20
50955688,20
50955694,20
50955707,20
50659363,20
50955713,20
50955673,20
50955674,20
50955676,20
50643971,20
50633718,20
50575131,20
50872732,20
50872736,20
50435812,20
50872725,20
50411364,20
50282869,20
50282873,20
50282896,20
50325712,20
50320638,20
50282875,20
50282876,20
50282879,20
50179042,20
50164358,20
50171141,20
50206913,20
50191698,20
56914,20
50131739,20
50159180,20
50164366,20
50860670,20.4
50936372,20.42
50547805,20.5
50860698,20.7
50303217,20.7
363354,21
28685,21
51041935,21
50916570,21
50922909,21
50940359,21
50816767,21
50866475,21
50703223,21
278469,21
56899,21
50325693,21
50633685,21
50638933,21
50422854,21
50872723,21
50411361,21
50411363,21
50359479,21
50715591,21.4
50179028,21.6
29655,21.6
50482830,22
412183,22
48151,22
363348,22
363385,22
50121072,22
50198817,22
50916559,22
50861306,22
50706239,22
50706433,22
170919,22
50643972,22
50600662,22
50603959,22
50607312,22
50909692,22
50435810,22
50411630,22
50222943,22
50222950,22
50223071,22
50288131,22
50221687,22
50222966,22
29629,22.3
50303201,22.8
50269847,23
37307,23
50341722,23
50867040,23
50867051,23
50860699,23
50863040,23
50711483,23
50646762,23
50640714,23
50643973,23
50585659,23
50872757,23
50872731,23
50422858,23
50246676,23
56898,23
50179015,23
50269848,23
50482944,24
29680,24
51048322,24
50970886,24
50866481,24
50599942,24
50549320,24
276580,24
28686,24
56892,24
50571427,24
50418636,24
50638916,24
50319429,24
50703222,0.74
50865567,0.75
50325291,0.77
255904,0.8
255909,0.8
50434275,0.8
50434273,0.8
27920,0.8
30788,0.8
50659345,0.8
50325322,0.82
50703242,0.82
50325314,0.84
50325298,0.89
50599648,0.9
50359499,0.9
50699031,0.9
50865563,0.9
50861295,0.9
50922928,0.9
254568,0.9
254581,0.9
28190,0.9
37309,0.9
37304,0.9
48146,0.9
50221699,0.9
50325696,0.9
50659343,0.9
50269838,0.95
50325279,0.99
28694,1
50646759,1
30776,1
50659342,1
50633724,1
50633690,1
50633701,1
50633720,1
50589698,1
50589700,1
50564490,1
50514086,1
50434276,1
50325319,1
50325324,1
50223057,1
50221695,1
48135,1
50288129,24
56906,24
50325321,24.2
29643,24.5
50547789,24.9
29679,25
50022422,25
50482914,25
27907,25
50179010,25
50246718,25
50242610,25
50325285,25
50359523,25
50638895,25
50571436,25
50908844,25
50947118,25
50916553,25
50970885,25
50936491,25
50706232,25
50633729,25
170917,25
50643974,25
50603955,25
50909702,25
50936375,25.12
51022209,25.12
51022216,25.12
50936452,25.12
51022213,25.12
50936527,25.12
51022241,25.12
50569396,25.3
153616,25.5
50936528,25.7
51041934,26
50227823,26
50222960,26
50320636,26
50320643,26
50394845,26
50936493,26
170913,26
50571414,26
50638929,26
50872726,26
50547825,26.1
50860675,26.1
50860711,26.2
50936551,26.3
29640,26.4
50569401,26.5
363407,27
50191706,27
255895,27
50970935,27
51041931,27
51041932,27
51041933,27
50970909,27
50936420,27
50483021,27
50171105,27
50430359,27
50638915,27
50638906,27
50867047,27
50646356,27
50650784,27
50599946,27
50603949,27
50607297,27
50607318,27
50607325,27
50865588,27.5
50860716,27.5
50936448,27.54
50420044,27.6
50588189,27.9
48138,28
412178,28
50171139,28
50916543,28
50865572,28
50865584,28
50603964,28
50566700,28
50420039,28
50872768,28
50411659,28
50325308,28
50325318,28
50319930,28
50288124,28
50547795,28.3
50936523,28.84
363382,29
50164390,29
51041928,29
51041929,29
51041930,29
50970906,29
50936488,29
50863044,29
50816787,29
50816788,29
50703247,29
50706248,29
50549322,29
50638913,29
50394823,29
50394831,29
50325695,29
50273168,29
276584,29
28189,30
50373890,30
363346,30
363356,30
278475,30
50292367,30
50947119,30
50970913,30
50861285,30
50706228,30
50646355,30
50646757,30
50955683,30
50955689,30
50955712,30
50955716,30
50955675,30
50955677,30
50588200,30
50566711,30
50536369,30
50394840,30
50319413,30
50376990,30
50282901,30
50282906,30
50282890,30
50320670,30
50227818,30
50282857,30
50282931,30
50282933,30
50282860,30
50164393,30
50221681,30
28219,30
28676,30
50936545,30.2
50482890,31
50288127,31
51041927,31
363383,31
50320642,31
50706246,31
50633727,31
50599947,31
50569350,31
50420034,31
50872734,31
50638903,31
50320651,31
50359485,31
50319932,31
50860702,31.2
50569398,31.6
50171145,32
363380,32
255919,32
51029088,32
51041926,32
50970900,32
50867058,32
50865571,32
50699018,32
50607315,32
50541470,32
50246674,32
50171112,32
50164382,32
363421,32
363403,33
50164372,33
50482899,33
50269852,33
363364,33
50916542,33
50422862,33
50411356,33
50411358,33
50394832,33
50872713,33
50325697,33
50171144,33
50206908,33
50191691,33
29691,33.2
50547796,33.3
50171114,34
50341723,34
50373905,34
50191674,34
50253544,34
50320673,34
50872719,34
50922906,34
50940362,34
50699040,34
50588208,34
50588346,34
50541471,34
50872742,34
50422866,34
50638909,34
50638914,34
50411642,34
50860700,34.3
50643975,34.3
50179032,34.3
50936546,34.67
50860676,34.7
50341737,35
29873,35
51048328,35
51048340,35
202389,35
50945081,35
50970889,35
50970897,35
50940363,35
50936477,35
50860694,35
50650799,35
170922,35
50599952,35
50569347,35
50542676,35
50872722,35
50164376,35
50206910,35
276579,35
363408,36
50164354,36
50373909,36
51041925,36
50932103,36
50967930,36
50970898,36
170916,36
50650785,36
50564500,36
50542675,36
50430342,36
50872743,36
50638902,36
50411651,36
50227824,36
50246660,36
50373903,36
50341717,37
51041924,37
50970883,37
50970893,37
50703240,37
50588198,37
50430341,37
50638924,37
50394828,37
50394846,37
50320652,37
50331079,37
50223075,37
50206935,37
56905,37
29620,37.8
28234,38
56908,38
50206924,38
50246681,38
50310694,38
50841787,38
50872700,38
50394822,38
50554580,38
50543911,38
50588177,38
50607305,38
50640712,38
50646360,38
50699032,38
50699037,38
50816728,38
50916555,38
50916565,38
363342,38
50483024,38
50860706,38.9
363344,39
50124235,39
50971546,39
50373894,39
50860714,39
50863043,39
50940360,39
50916561,39
50706249,39
50816753,39
50588199,39
50594543,39
56895,39
50571413,39
50411637,39
50394839,39
50164392,39
50569399,39.2
50547803,39.9
363401,40
34655,40
50970919,40
50970932,40
51041923,40
50970870,40
28236,40
50650786,40
50955692,40
50955693,40
50955695,40
50955701,40
50955704,40
50955722,40
50603962,40
50633699,40
50955636,40
50955670,40
50955672,40
50394843,40
50422864,40
50451760,40
50638905,40
50536363,40
50282905,40
50282918,40
50282922,40
50331043,40
50359480,40
50872705,40
50394833,40
50569400,40.5
50936543,40.74
50643976,41
50936368,41
50703231,41
50599948,41
50179009,41
50643977,41
50569336,41
50430362,41
50536390,41
50179050,41
50860701,41.8
50970868,42
50171140,42
50916544,42
50706236,42
50816804,42
50600664,42
50629208,42
50633697,42
50422860,42
50872702,42
50164384,42
50191700,42
50206931,42
50222933,42
37303,42
56913,42
51041922,42
51048334,43
50564497,43
50171117,43
50164395,43
50325701,43
29634,43.2
363423,44
50171135,44
51041921,44
50341718,44
50863041,44
50861300,44
50864963,44
50864964,44
50916560,44
50650787,44
50861406,44
50585663,44
50164377,44
50221663,44
50221677,44
50206932,44
50288104,44
50131757,44
50171123,44
412187,44
363420,45
50191694,45
254570,45
50073784,45
50978749,45
50940355,45
50932016,45
50650788,45
50867354,45
50571398,45
50418638,45
50638894,45
50542703,45
50872724,45
50206914,45
50860713,45.7
363389,46
50269851,46
50319929,46
50319412,46
50909730,46
50566689,46
50872758,46
50600673,46
50547804,46.5
363422,47
412190,47
50865570,47
50861408,47
50549324,47
50569353,47
50872767,47
50422076,47
50325702,47
50378454,47
50411349,47
50221678,47
50246671,47
29647,47.2
363409,48
50179030,48
51041920,48
27905,48
50246702,48
50411362,48
50603945,48
50603956,48
50908841,48
50549325,48
50569346,48
50910551,48
50306069,48
50312483,48
50569394,48.3
50420033,48.5
50922907,48.5
50588188,48.8
50585660,49
50554571,49
50246713,49
50872746,49
50222963,49
50909734,49
50970899,50
50638912,50
50131731,50
51041919,50
50864953,50
50955705,50
50205405,50
50706435,50
50594387,50
50599949,50
50603950,50
50633688,50
50541481,50
30795,1
50483011,1
412176,1
412191,1
412198,1
412200,1
412202,1
412203,1
412204,1
412205,1
412206,1
50269575,1
278463,1
255901,1
255905,1
51041875,1
51041876,1
51041877,1
51041878,1
51041879,1
51041880,1
51041881,1
50916568,1
50861305,1
50867067,1
50715585,1
50715586,1
50715590,1
28695,1
29677,1.1
50646345,1.1
50514076,1.1
50514087,1.1
50514091,1.1
50514095,1.1
50434279,1.1
50221680,1.1
50221702,1.1
37299,1.1
30787,1.1
254574,1.1
50861401,1.1
50715583,1.1
29678,1.1
50325325,1.15
37315,1.2
37325,1.2
50514084,1.2
50567300,50
50451765,50
50434570,50
50638897,50
50131871,50
50638953,50
50536364,50
50282935,50
50282936,50
50282858,50
50282867,50
50282898,50
50282920,50
50282887,50
50331052,50
50359494,50
50394830,50
28196,50
34650,50
51022204,50.12
50325272,50.8
50932107,51
276582,51
50947122,51
50916554,51
50650789,51
62500,51
50646772,51
50588176,51
50541484,51
50872704,51
50288103,51
50715594,51.7
50483023,52
50650790,52
50600660,52
50600661,52
50164383,52
50246687,52
50288121,52
28235,52
50291698,53
50164380,53
28680,53
50932104,53
50607324,53
170923,53
50320668,53
50411625,53
50164359,53
50164394,53
50191675,53
50191693,53
50206922,53
50253538,53
50288132,53
50936462,53.7
50936398,53.7
51041918,54
50341733,54
50936505,54
50816776,54
50566702,54
50571419,54
50206915,54
50319942,54
50420037,54.4
29646,54.5
50569397,54.7
50970888,55
50922932,55
50650791,55
50650792,55
50394827,55
50909732,55
50420045,55.1
29658,55.5
50420042,55.6
50599654,55.8
363355,56
412201,56
50341726,56
50164371,56
50179004,56
50643978,56
50171111,56
50936461,56.23
50860689,56.4
363362,57
412188,57
50588201,57
50603941,57
50288106,57
50359498,57
50206923,57
50246682,57
50171121,57
50418640,57.8
412179,58
412193,58
50164352,58
50325705,58
50191669,58
412197,58
50909728,59
50916547,59
50650793,59
50640717,59
50273092,59
50576237,59
50435807,59
50435809,59
50860704,59.7
50482869,60
50171130,60
50916557,60
50646359,60
50955702,60
50955710,60
50955714,60
50955719,60
50607287,60
50955638,60
50643979,60
304670,60
50554572,60
50556300,60
50872755,60
50536370,60
50282871,60
50282882,60
28220,60
50179003,60
50179007,60
50547802,60.8
363353,61
50291686,61
50638904,61
50872741,61
50358914,61
50482763,62
255907,62
170924,62
50411661,62
50872694,62
50659354,62
34658,62
50860710,62.3
50420050,62.6
50420036,62.8
363415,63
50816783,63
50867062,63
48144,63
50588219,63
50909726,63
50422834,63
51022206,63.1
51041916,64
51041917,64
50571392,64
50288130,64
50659369,64
50571412,64
50936552,64.57
50860703,64.7
412186,65
50936483,65
50599934,65
23917,65
50571410,65
50638901,65
50359517,65
50909722,65
50341736,66
363414,66
50703232,66
50246678,66
50603963,66
50909696,66
50860715,66.4
363375,67
363397,67
50269837,67
50171119,67
50861304,67
50633728,67
50866484,67
50221701,67
50569335,67.3
363373,68
412184,68
50121053,68
50703225,68
50588173,68
28684,68
50603946,68
50569342,68
50872769,68
50841771,68
50394841,68
50588183,68
363406,69
50561674,69
50659371,69
50246698,69
50638920,69
50206907,69
50206926,69
50860712,69.7
363381,70
56915,70
202383,7.00E+01
50021529,70
50121043,70
50269841,70
50916546,70
50955681,70
50955699,70
50955700,70
50569337,70
50569340,70
50872753,70
50435814,70
50434571,70
50909657,70
50909659,70
50282889,70
50872707,70
50206927,70
50241476,70
50282930,70
28215,70
28216,70
50971547,70
50916548,71
50569344,71
50571396,71
412189,72
255910,72
50916552,72
50936498,72
50411342,72
50659355,72
50599950,72
50571395,72
50312486,72
50936394,72.44
412175,73
50865561,73
50288118,73
50171109,73
50246688,73
50706251,73
363390,74
50860708,74.5
50659368,75
50607306,75
50643980,75
50179041,75
50422914,75
27916,75
50542722,75
50291699,76
50706207,76
50159177,76
50359455,76
50222967,76
50422874,76
363345,77
50638919,77
50703237,77
50341725,77
50599652,78
37300,78
50862575,78
50916556,78
50124181,78
50420035,78
50242617,78
50588190,78.2
50860696,78.3
363365,79
50179018,79
50221679,79
50191705,79
50457815,79
50454662,79
50643981,79
50861409,79
50603961,79
50909698,79
50325306,79.1
50547787,79.3
51022237,79.43
51022236,79.43
51022235,79.43
363340,80
50159178,80
50865573,80
50955682,80
50955684,80
50955690,80
50706240,80
50955640,80
50955641,80
50955642,80
50955671,80
50955628,80
50569345,80
50872739,80
50282907,80
50282891,80
50246657,80
50246662,80
50131749,80
255890,80
363338,81
412177,81
50703236,81
50571409,81
50543919,81
50571405,81
50936470,81.28
50643982,82
50569334,82
50179040,82
50227814,82
50872760,82
50706231,83
51041915,83
50936374,83
50970910,83
50191710,83
50936519,83.18
50936537,83.18
29652,83.2
29638,83.3
50970921,84
50072084,84
50288114,84
50640718,84
50306070,84
50589693,84.8
50547826,85
50179048,85.4
50643983,85.4
363413,86
50291679,86
28683,86
50706234,86
50422896,86
50191686,86
50659373,86
50341735,87
50865568,87
50699028,87
50430361,87
48133,87
50418635,87
50872709,87
50164381,87
50206920,87
50420048,87.1
50588212,88
50650794,88
50171104,88
50569349,88
50569357,88
50860691,88.4
363363,89
51041914,89
50936479,89
50841779,89
50936516,89.13
50936457,89.13
50643984,89.7
50179027,89.7
50131778,90
50703233,90
50607326,90
50556298,90
50571397,90
50569395,90
50872730,90
50542654,90
50282863,90
50282886,90
50325888,90
50210019,90
50282877,90
50273167,90
28239,90
50159202,90
50916567,90
50320641,91
50571408,91
50629207,91
363369,92
51003154,92
363335,93
50359565,93
50872747,93
50607307,93
363393,94
51041913,94
50022417,94
50325688,94
50554574,94
50569356,94
50320663,94
50867039,94
51041911,95
51041912,95
50643985,95
50179024,95
50542717,95
50638896,95
50420038,95.4
50269581,96
50542721,96
50246719,96
50571426,96
50422870,96
50554578,96
50394842,97
50269839,97
363392,98
363395,98
28687,98
50549318,98
50872752,98
51041910,98
51029090,99
50932073,99
50569402,99.6
28195,100
50121120,100
50253540,100
50164364,100
50191689,100
50288109,100
50282878,100
50246716,100
50554573,100
50556297,100
50542655,100
50451747,100
50435808,100
50607321,100
50607329,100
50594386,100
50576255,100
50864954,100
50640720,100
50955669,100
50607304,100
51022182,100
51022240,100
50970875,100
50932030,100
50125061,100
28198,100
50420052,101
363349,101
50816755,101
50646785,102
50430358,102
48155,103
50571411,104
50841775,104
50164373,105
50554575,105
50269843,105
50541478,105
50589702,105.5
50569338,106
50633687,106
50547794,106
50936525,107.15
50936511,107.15
50588181,108
50541485,108
50936489,108
50936482,108
50971556,108
50359440,109
50073786,109
50936541,109.65
50434280,1.2
50221660,1.2
30800,1.2
50269453,1.2
254567,1.2
254582,1.2
255894,1.2
50922924,1.2
50699039,1.2
50715589,1.2
50715625,1.3
51029086,1.3
50325271,1.3
50325294,1.3
255886,1.3
50599661,1.4
